Tweets,Domain,Label
 الاسماعيلي كبير مش فريق لسه طالع بقاله سنتين احترمو اول فريقي عربي افريقي يتوج ببطوله افريقيه ,News,Non-bullying
 الإسماعيلي كان لازمله دكر من زمان عشان يوقف شركة برنزينتيشن عند حدها واللي عمرها م عاملت فريق الإسماعيلي باحترام وكأنه فريق درجة خامسة أملنا في اللي جاي والجاي أحسن بإذن الله ,News,Non-bullying
 رسالة لجمهور النادي المصري ياريت متدخلوش مع جمهور الاسماعيلي في صراعات مالهاش لازمة احنا مشكلتنا مع برزينتيشن ملهاش علاقة بيكوا احنا بنتمنالكوا الخير وهدوا العيال الصغيرة اللي عندكم ,News,Non-bullying
 حضور جماهير انهارده في التمرين حاجه مشرفه وعظيمه ,News,Non-bullying
 هشتاج عامل حرقان ,News,Non-bullying
 دا انا فرحان فيكم فرحه ملهاش مثيل فين أبن عمك دلوقتي اللي كنت بتسيببله المتشات لا سمعك ولا شيفك علشان عنده مصيبه ربنا بينتقم منك واحد واحد ,News,Non-bullying
 اللي هيحترمني هنحترمه واللي مش هيحترمنا مش هنحترم امه دراويش كبير يا برزنتيشن ,News,Non-bullying
 اللي هيحترمنا هنحترمه واللي مش هيحترمنا بالجزمه وهناكلها له يا برزنتيشن دراويش كبير وانتم مش قد جمهوره اسماعيليه عليها نموت هنموت ,News,Non-bullying
 انا حاسس ان الهاشتاج ده هيغير خريطة الكرة في مصر لسنين جاية و هيوجه نظر الناس لعدم عدالة توزيع عائدات البث وعقود الرعاية واختلال الميزان لصالح نادي واحد في مصر ,News,Non-bullying
 شركات كتير تتمني يكونو رعاة الاسماعيلي ي معفنين ,News,bullying
 الاسماعيليه طول ما احنا وراءك هتفضل رايتك فوق جمهور مخلوق عنده عزه وكرامه لحد الموت الدراويش البرازيل افريقيا وفعل ومش كلام ظلموا الاعلام ابطال مهما طالت الايام اه يا دراويش هو الحياه متعه الحياه وراك هياني هافضل الف وادور دي حياتي ولا عمري ,News,Non-bullying
 نادي الاسماعيلي اكبر منكم يا شويه عرر برزنتيشن لمزبله التاريخ ,News,bullying
" يلا يا شعب الدراويش زي ما صوتك بيروح في المدرج عشان ناديك ، النهاردة ناديك محتاجك ايدك توجعك وانت بتكتب الهاشتاج على تويتر و بتعمل ريتويت ",News,Non-bullying
 الدراويش وبس احنا الدراويش منجاوي ساحلي اللي يحترمنا هنحترمه واللي مش هيحترمنا مش هنحترم اللي جابه الدراويش كبير ارفع ايدك فوق الدراويش هو سيدك ,News,Non-bullying
 يا حراميه ,News,bullying
 احترموا نادي الضحك ,News,Non-bullying
 أحسن جمهور في مصر و اكتر جمهور حضر ماتشات السيزون اللي فات علي الرغم انه كان في اسوء مواسمه ,News,Non-bullying
 أحسن جمهور في مصر و اكتر جمهور حضر ماتشات السيزون اللي فات ,News,Non-bullying
 إذا كان للاسماعيلي مليون مشجع فأنا واحد منهم وإذا كان له الف مشجع فأنا واحد منهم وإذا كان له مشجع واحد فهو أنا وإذا لم يكن للاسماعيلي مشجعين فهذا معناه إني ميت اسماعيلاوي انا والفخر لياااا ,News,Non-bullying
 حسابكم ثقل معنا قوي قوي قوي يا بريزنتيشن الاسماعيلي هيفضل كبير عليك وعلى اي احد الاسماعيلي كبير قوي فوق ما تتخيلوا يا شويه جرابيع ,News,bullying
 الاسماعيلي كبير قوي قوي قوي على اي احد اذا كان اعلام او برزنتيشن او اي حاقد ,News,Non-bullying
 لو يبقى في تاريخ لازم يتمسح يبقى برزنتيشن عشان نصابين وحراميه ما فيش عدل يا شركه ظلمه نصابين انتم تاريخكم يجيء ايه جنبنا بتاريخنا والجمهورنا انتم ولا حاجه الدراويش هيفضل كبير واكبر منكم يا برزنتيشن انتم احقر مما اتخيل يا بتوع المجاملات ,News,bullying
 برزنتيشن شركه حراميه ونصابه واللي هالمحه في استاد الاسماعيلي هامرجحو شويه شباشب ما حدش هيعرف يقلل من نادي الدراويش من الاسماعيلي واحد بس وتاريخه معروف على مستوى العالم يا شويه نصابين يا بتوع المجاملات يا بتوع اللقطات احنا السند والظهر والسيف ,News,bullying
 الاسماعيلي كبير قوي يا برزنتيشن بجمهوره اللي في جميع افريقيا وخارج افريقيا وبمشيره وبممثلينه الاسماعيلي كبير عليكم قوي يا بريزنتيشن منكم لله مش تعرفوا تقللوا من الاسماعيلي عشان الاسماعيلي كبير طول ما وراك جمهور ده كله شايفينه ,News,Non-bullying
 الاسماعيلي كبير وهيفضل كبير غصبا عن اي احد واي حاقد ومحروق النادي ده خير على الناس كلها ولا انتم ما بتقروش تاريخ شويه جهله دوركم جايه برزنتيشن وحسابكم ثقل قوي مع الجمهور العين بالعين والسن بالسن والبادي اظلم يا ويلك يا بتوع البزازات ,News,bullying
 اظلموا يا بريزنتيشن بس الدور عليكم جاي وحسابكم تقل قوي ان الاسماعيلي كبير عليكم قوي قوي قوي يا برزنتيشن انتم مش قد الاسماعيلي ومش قد جمهوره احترموا النادي التاريخ العظيم العريق اللي جمهوره في افريقيا كلها طول ما الدراويش وراء جمهور بحجم ده ,News,Non-bullying
 الاسماعيلي كبير وجمهوره كبير قوي وفي كل مكان وراه بس اي كاميرا اون سبورت او تبع بريزنتيشن هتخش النادي ما حدش يزعل بلاش ظلم كله عشان المجاملات المجاملات دي اللي غرقتنا نادي الاسماعيلي كبير قوي قوي عليكم يا برزنتيشن كبير عليكم قوي ,News,Non-bullying
 قمة الحكارة و الوضاعة من مقدم رياضي فاشل مشهور بي هبة وواحد كل بلقمة بيكلم علي اسيادة انا عاوز اقول لشركة برزنتيشن انتو عارفين مقامكو بالنسبة لجمهور الاسماعيلي ايه متتقلعوش من الرجل ,News,bullying
 صباح الخير انتو فاكرينا سكتنا يبقي شكلكو متعرفوش جمهور الدراويش ,News,Non-bullying
 كابتن مصر عرف الإعلام يعني ايه الاسماعيلي بنحبك ياكابتن رضا ,News,Non-bullying
 الدراويش اكبر منكم ,News,Non-bullying
 كسم الاهلي ,News,Non-bullying
 هانفضل طول عمرنا عاملين ليكم حرقان يا معرصين يا ولاد الوسخه ,News,bullying
